name,imageIndex,label,predictedClass,pNorm,exactRobustness,epsilon
Dense1x60,0,7,7,1,False,2.0654296875
Dense1x60,1,2,2,1,False,2.6416015625
Dense1x60,2,1,1,1,False,1.6650390625
Dense1x60,3,0,0,1,False,4.43359375
Dense1x60,4,4,4,1,False,2.05078125
Dense1x60,5,1,1,1,False,2.0849609375
Dense1x60,6,4,4,1,False,2.16796875
Dense1x60,7,9,9,1,False,1.943359375
Dense1x60,8,5,5,1,False,1.259765625
Dense1x60,9,9,9,1,False,2.509765625
Dense1x60,10,0,0,1,False,3.5302734375
Dense1x60,11,6,6,1,False,2.1044921875
Dense1x60,12,9,9,1,False,1.8408203125
Dense1x60,13,0,0,1,False,3.9990234375
Dense1x60,14,1,1,1,False,2.275390625
Dense1x60,15,5,5,1,False,1.982421875
Dense1x60,16,9,9,1,False,1.796875
Dense1x60,17,7,7,1,False,1.9873046875
Dense1x60,18,3,3,1,False,0.09765625
Dense1x60,19,4,4,1,False,2.3095703125
Dense1x60,20,9,9,1,False,2.236328125
Dense1x60,21,6,6,1,False,1.572265625
Dense1x60,22,6,6,1,False,1.865234375
Dense1x60,23,5,5,1,False,2.333984375
Dense1x60,24,4,4,1,False,1.8603515625
Dense1x60,25,0,0,1,False,6.03515625
Dense1x60,26,7,7,1,False,1.8115234375
Dense1x60,27,4,4,1,False,2.373046875
Dense1x60,28,0,0,1,False,3.662109375
Dense1x60,29,1,1,1,False,1.7529296875
Dense1x60,30,3,3,1,False,2.958984375
Dense1x60,31,1,1,1,False,1.5771484375
Dense1x60,32,3,3,1,False,2.98828125
Dense1x60,33,4,4,1,False,0.439453125
Dense1x60,34,7,7,1,False,2.3681640625
Dense1x60,35,2,2,1,False,3.5693359375
Dense1x60,36,7,7,1,False,1.58203125
Dense1x60,37,1,1,1,False,1.748046875
Dense1x60,38,2,2,1,False,0.48828125
Dense1x60,39,1,1,1,False,2.373046875
Dense1x60,40,1,1,1,False,1.494140625
Dense1x60,41,7,7,1,False,1.8603515625
Dense1x60,42,4,4,1,False,1.77734375
Dense1x60,43,2,2,1,False,2.3291015625
Dense1x60,44,3,3,1,False,2.4560546875
Dense1x60,45,5,5,1,False,1.62109375
Dense1x60,46,1,1,1,False,1.8701171875
Dense1x60,47,2,2,1,False,3.1640625
Dense1x60,48,4,4,1,False,2.87109375
Dense1x60,49,4,4,1,False,1.9140625
Dense1x60,50,6,6,1,False,2.2119140625
Dense1x60,51,3,3,1,False,4.0869140625
Dense1x60,52,5,5,1,False,3.5400390625
Dense1x60,53,5,5,1,False,2.0458984375
Dense1x60,54,6,6,1,False,2.8515625
Dense1x60,55,0,0,1,False,1.9970703125
Dense1x60,56,4,4,1,False,3.603515625
Dense1x60,57,1,1,1,False,1.7138671875
Dense1x60,58,9,9,1,False,2.0947265625
Dense1x60,59,5,5,1,False,1.7431640625
Dense1x60,60,7,7,1,False,2.65625
Dense1x60,61,8,8,1,False,0.4541015625
Dense1x60,62,9,9,1,False,0.5419921875
Dense1x60,63,3,3,1,False,1.9482421875
Dense1x60,64,7,7,1,False,2.59765625
Dense1x60,65,4,4,1,False,1.416015625
Dense1x60,66,6,6,1,False,1.201171875
Dense1x60,67,4,4,1,False,2.099609375
Dense1x60,68,3,3,1,False,3.251953125
Dense1x60,69,0,0,1,False,4.4677734375
Dense1x60,70,7,7,1,False,2.6904296875
Dense1x60,71,0,0,1,False,6.1328125
Dense1x60,72,2,2,1,False,2.98828125
Dense1x60,73,9,9,1,False,2.2021484375
Dense1x60,74,1,1,1,False,1.89453125
Dense1x60,75,7,7,1,False,1.73828125
Dense1x60,76,3,3,1,False,2.490234375
Dense1x60,77,2,2,1,False,2.998046875
Dense1x60,78,9,9,1,False,1.298828125
Dense1x60,79,7,7,1,False,1.7041015625
Dense1x60,80,7,7,1,False,1.6357421875
Dense1x60,81,6,6,1,False,2.3876953125
Dense1x60,82,2,2,1,False,4.833984375
Dense1x60,83,7,7,1,False,1.923828125
Dense1x60,84,8,8,1,False,2.75390625
Dense1x60,85,4,4,1,False,3.4814453125
Dense1x60,86,7,7,1,False,2.4072265625
Dense1x60,87,3,3,1,False,1.826171875
Dense1x60,88,6,6,1,False,3.0419921875
Dense1x60,89,1,1,1,False,2.333984375
Dense1x60,90,3,3,1,False,3.02734375
Dense1x60,91,6,6,1,False,2.7978515625
Dense1x60,92,9,9,1,False,0.7861328125
Dense1x60,93,3,3,1,False,3.1591796875
Dense1x60,94,1,1,1,False,1.8359375
Dense1x60,95,4,4,1,False,1.6845703125
Dense1x60,96,1,1,1,False,0.5810546875
Dense1x60,97,7,7,1,False,2.1875
Dense1x60,98,6,6,1,False,3.10546875
Dense1x60,99,9,9,1,False,3.33984375
Dense2x30,0,7,7,1,False,1.6455078125
Dense2x30,1,2,2,1,False,2.607421875
Dense2x30,2,1,1,1,False,1.6064453125
Dense2x30,3,0,0,1,False,2.8271484375
Dense2x30,4,4,4,1,False,1.5283203125
Dense2x30,5,1,1,1,False,2.138671875
Dense2x30,6,4,4,1,False,1.50390625
Dense2x30,7,9,9,1,False,1.171875
Dense2x30,8,5,5,1,False,0.5126953125
Dense2x30,9,9,9,1,False,1.591796875
Dense2x30,10,0,0,1,False,2.5732421875
Dense2x30,11,6,6,1,False,2.265625
Dense2x30,12,9,9,1,False,1.6015625
Dense2x30,13,0,0,1,False,3.0224609375
Dense2x30,14,1,1,1,False,2.353515625
Dense2x30,15,5,5,1,False,2.6171875
Dense2x30,16,9,9,1,False,1.58203125
Dense2x30,17,7,7,1,False,2.236328125
Dense2x30,18,3,3,1,False,2.4853515625
Dense2x30,19,4,4,1,False,1.904296875
Dense2x30,20,9,9,1,False,0.76171875
Dense2x30,21,6,6,1,False,1.8408203125
Dense2x30,22,6,6,1,False,2.001953125
Dense2x30,23,5,5,1,False,3.046875
Dense2x30,24,4,4,1,False,1.8408203125
Dense2x30,25,0,0,1,False,5.224609375
Dense2x30,26,7,7,1,False,2.1142578125
Dense2x30,27,4,4,1,False,2.03125
Dense2x30,28,0,0,1,False,3.2958984375
Dense2x30,29,1,1,1,False,1.7578125
Dense2x30,30,3,3,1,False,2.7490234375
Dense2x30,31,1,1,1,False,1.6015625
Dense2x30,32,3,3,1,False,2.9443359375
Dense2x30,33,4,4,1,False,2.5537109375
Dense2x30,34,7,7,1,False,1.93359375
Dense2x30,35,2,2,1,False,1.6162109375
Dense2x30,36,7,7,1,False,2.3974609375
Dense2x30,37,1,1,1,False,2.333984375
Dense2x30,38,2,2,1,False,0.0634765625
Dense2x30,39,1,1,1,False,2.5634765625
Dense2x30,40,1,1,1,False,1.3818359375
Dense2x30,41,7,7,1,False,1.552734375
Dense2x30,42,4,4,1,False,1.0205078125
Dense2x30,43,2,2,1,False,1.7822265625
Dense2x30,44,3,3,1,False,1.6748046875
Dense2x30,45,5,5,1,False,1.9091796875
Dense2x30,46,1,1,1,False,1.298828125
Dense2x30,47,2,2,1,False,1.8310546875
Dense2x30,48,4,4,1,False,2.7685546875
Dense2x30,49,4,4,1,False,2.2314453125
Dense2x30,50,6,6,1,False,1.69921875
Dense2x30,51,3,3,1,False,2.9931640625
Dense2x30,52,5,5,1,False,2.34375
Dense2x30,53,5,5,1,False,2.12890625
Dense2x30,54,6,6,1,False,2.646484375
Dense2x30,55,0,0,1,False,1.1181640625
Dense2x30,56,4,4,1,False,3.125
Dense2x30,57,1,1,1,False,1.826171875
Dense2x30,58,9,9,1,False,1.4599609375
Dense2x30,59,5,5,1,False,1.3916015625
Dense2x30,60,7,7,1,False,2.7294921875
Dense2x30,61,8,8,1,False,1.6796875
Dense2x30,62,9,9,1,False,0.8984375
Dense2x30,63,3,3,1,False,1.66015625
Dense2x30,64,7,7,1,False,2.4365234375
Dense2x30,65,4,4,1,False,1.07421875
Dense2x30,66,6,6,1,False,1.11328125
Dense2x30,67,4,4,1,False,1.5283203125
Dense2x30,68,3,3,1,False,2.87109375
Dense2x30,69,0,0,1,False,3.26171875
Dense2x30,70,7,7,1,False,2.4658203125
Dense2x30,71,0,0,1,False,4.5849609375
Dense2x30,72,2,2,1,False,0.927734375
Dense2x30,73,9,9,1,False,0.8837890625
Dense2x30,74,1,1,1,False,2.1923828125
Dense2x30,75,7,7,1,False,2.40234375
Dense2x30,76,3,3,1,False,1.7578125
Dense2x30,77,2,2,1,False,2.16796875
Dense2x30,78,9,9,1,False,0.654296875
Dense2x30,79,7,7,1,False,2.9736328125
Dense2x30,80,7,7,1,False,1.81640625
Dense2x30,81,6,6,1,False,2.0947265625
Dense2x30,82,2,2,1,False,3.857421875
Dense2x30,83,7,7,1,False,2.3388671875
Dense2x30,84,8,8,1,False,2.2705078125
Dense2x30,85,4,4,1,False,2.75390625
Dense2x30,86,7,7,1,False,2.646484375
Dense2x30,87,3,3,1,False,2.5390625
Dense2x30,88,6,6,1,False,3.466796875
Dense2x30,89,1,1,1,False,1.865234375
Dense2x30,90,3,3,1,False,2.2314453125
Dense2x30,91,6,6,1,False,2.578125
Dense2x30,92,9,9,1,False,0.439453125
Dense2x30,93,3,3,1,False,2.48046875
Dense2x30,94,1,1,1,False,2.5048828125
Dense2x30,95,4,4,1,False,1.376953125
Dense2x30,96,1,1,1,False,0.8203125
